입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
생화학자동분석기 등 83종 구매(20197024-E),국방부(운영지원과),34446891.0,,2021-01-28,주식회사 인섹사이버시큐리티,김덕화,김하근,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호
인력획득 모집홍보 대상의 성향 분석 연구 용역,제5738부대,271576526.0,74.141,,,김진욱,김현정,"서울특별시 종로구 홍지문2길20-0 (홍지동, 상명대학교)"
22-11차 연구장비 구매 계약  - 의약품 냉동고(수정),육군본부,,,2020-01-31,와이피글로벌,이기용,김우중,"서울특별시 강서구 양천로401 (가양동), B동 801호"
차세대 비행시뮬레이터 개발을 위한 기술연구용역,육군교육사령부,22599696.0,,,,김진욱,이진아,"서울특별시 용산구 이태원로 29, 전쟁기념관 4층(용산동1가)"
BLT급 과학화상륙(지상)전 모의훈련체계 구축 연구,제9691부대,,91.288,2017-07-20,,,이상규,
합동작전분석모델-Ⅱ 탐색개발,4284부대,,95.044,2023-11-14,,,,
24년 자동염기서열분석기 검교정 등 정비,국방부(운영지원과),144563984.0,101.579,2023-07-15,(주)네오플러스,박용준,김혜정,"인천광역시 부평구 충선로73번길23-0 (부개동, 시티하우스2동)"
안정적인 해병항공 운용방안 연구 용역,제9691부대,111100948.0,,2017-04-29,,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
[연구소] 감정장비(컴퓨터 거짓말 탐지 세트) 구매,육군교육사령부,75515923.0,106.513,2021-11-13,주식회사 알앤엠텍,김지영,,"부산광역시 해운대구 양운로42번길18, 8층 803호(좌동, 에이원웨이)"
세계안보정세분석 연구 용역,국군재정관리단,222042344.0,114.638,,,,박계향,
20년 해병대 조직문화 수준진단 표준설계 연구용역,제2879부대,13214448.0,93.549,2018-01-16,사단법인 대한민국공군발전협회,홍영기,조대현,대전광역시 유성구 대학로291-0 (구성동) N7-7111
항-19-032 자동면역분석기 시약(HBsAg RGT)등 112종,국군재정관리단,38005539.0,,,(주)나일소프트,임숙희,전수현,"서울특별시 중구 세종대로39, 대한상공회의소 6층(남대문로4가)"
사례분석을 통한 對아세안 국방협력 발전방안 연구,방위사업청(운영지원과),79864718.0,105.704,2018-04-07,,,이상규,
연구소 기술용역 재료비 초자 구매,공군군수사령부,6577773.0,92.279,,,,,
단안형 야간투시경 조리개 개발 연구용역,국군제1068부대,91871482.0,99.804,2020-01-31,,,유선미,
민사분야 연구용역(2-1),국방부(운영지원과),,94.831,2019-04-30,육군사관학교 산학협력단,,,
분석기  스펙트럼,국군재정관리단,,93.926,,주식회사 딥아이,박충권,박미영,"서울특별시 강서구 양천로583 우림블루나인비즈니스센터 비동 1608호, 1609호"
(247192-C) 유전자감정장비(자동염기서열분석기) 구매,방위사업청(운영지원과),133422020.0,108.755,,그린종합사무기,조만희,김종훈,"서울특별시 성동구 성수이로22길37, 803호(성수동2가, 아크밸리)"
22-5차 연구장비 구매 계약 - 원심분리기 소형탁상용,국군수도병원,,84.956,2021-09-04,신한관세법인,이인형,,"서울특별시 금천구 디지털로173, 504호(가산동, 엘리시아지식산업센터)"
상륙기동헬기 조종시뮬레이터 선행연구,국방부(운영지원과),458532.0,84.756,,재단법인 한국군사문제연구원,김형철,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
KUH-1 엔진 시험장비 고장예측시스템 개발 연구용역,제2879부대,97576811.0,,2022-03-05,주식회사 윈스,이정근,고은미,"경기도 용인시 처인구 모현읍 외대로25번길12-26 (라인빌리지), 201동 302호"
차세대 첨단함정 건조가능성 연구용역(2019H044-B),국방부(운영지원과),274310621.0,88.95,2019-02-11,한국인성교육연구소 주식회사,임승택,김중곤,충청북도 청주시 서원구 성화로99
(22G028-A)생물안전3등급 연구시설 유지보수 용역,국방부(운영지원과),485505626.0,,2019-09-26,건양대학교 산학협력단,김윤혁,박은숙,"서울특별시 서대문구 연세로 50, 연세대학교(신촌동)"
개발사업 군사작전 영향검토 및 법제화 방안 연구,방위사업청(운영지원과),305832030.0,88.11,,,김주희,,
땅굴징후지역 지층탐사 정밀분석 용역,육군 제3808부대,83521398.0,,2023-12-26,우주산업플랜트 주식회사,김평희,이다정,경기도 안양시 동안구 시민대로161-0 (비산동) 안양무역센타 8층 312호
신재생에너지 적용관련 군 에너지 정책방향 연구용역,국군수도병원,260365446.0,102.176,,,,,
미래 안보환경 대비 군사시설 보호업무 발전방향 연구,공군본부,,,,동우씨엠 서청주지사,이효정,임창흥,대전광역시 유성구 테크노9로35-0 (탑립동) 지능로봇산업화센터 406호
(227334-E)정밀측정장비(스펙트럼분석기 등 2종)구매,제2879부대,210055798.0,95.722,2023-09-13,대지이앤씨산업 주식회사,서태일,이수현,충청북도 청주시 흥덕구 오송읍 오송생명2로110-6 셀젠텍
(246247-D) 이동형 심리생리반응 분석장비 구매,육군본부,,109.078,2022-07-23,주식회사 파이안,김대웅,,강원특별자치도 춘천시 강원대학길1 (효자동)
(20F063-A)소음영향도작성을위한소음측정및분석용역,육군교육사령부,131254612.0,,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
군 주거지원 법령의 문제점 및 개선방안 연구,해군군수사령부,15053713.0,76.094,2021-11-11,,,,
KT-100 PBL 적용방안 연구용역,국방시설본부,76360941.0,,,(사)한국전략문제연구소,박정기,이수행,
전자기스펙트럼 측정/분석체계 운용방안 연구,국군재정관리단,83066707.0,85.179,2020-04-09,라온시스템즈(주),김종하,박서연,"경기도 군포시 고산로148번길17-0, B동 1303호, 1304호, 1305호(당정동, 군포IT밸리)"
22-11차 연구장비 구매 계약  - 의약품 냉동고(수정),국방부(운영지원과),111417645.0,,2018-05-22,,,심동석,
다출처 정보화 연구용역,육군교육사령부,31834574.0,83.889,2021-03-04,바다메디칼,이성로,김봉환,"서울특별시 송파구 법원로128, B동 1102호(문정동, 문정SK V1 GL메트로시티)"
국내개발레이더 후속군수지원을 위한 지표개발연구,육군본부,31241415.0,82.074,2018-07-09,,정의승,윤진영,
국방과학기술 전문인력 소요분석 연구,제2879부대,174203241.0,81.224,2023-03-04,우석대학교 산학협력단,권선애,민희숙,경기도 수원시 장안구 하률로12번길80-0 (천천동)
자동염기서열분석기 소모품 구매설치,국군재정관리단,64019174.0,82.707,,(사)21세기군사연구소,,김민영,
17년 분광분석 폭발물탐지 연구용역,공군본부,,91.651,2020-03-01,주식회사 공공정책성과평가연구원,김흥중,김기현,서울특별시 마포구 독막로331-0 (도화동) 마스터즈타워빌딩 902호
정기기초연구과제연구용역(3. 한국군의군수관리...),4284부대,136277360.0,92.737,2022-06-19,,,주진형,
공군 지능형 스마트비행단 성과분석 및 발전방안 연구,육군본부,437417763.0,94.711,,,,,
스펙트럼 분석기 구매,국군재정관리단,,106.21,2021-09-01,,,,
(246202-D)지형분석장비 교체사업(리스자산),제2879부대,,97.763,2023-12-31,펭귄 컴퍼니,이기용,박주형,전라남도 목포시 용당로225-1 (용당동)
’22년 전투발전 연구과제 용역(1),국군재정관리단,87833773.0,84.378,2023-02-20,,,이창환,
24-그린나래호텔 리모델링 계획의 적절성 분석연구,방위사업청(운영지원과),186941626.0,103.61,2022-10-09,,,김지현,
주요 군사시설의 방호설계 기준 개정 연구용역,제9691부대,13730013.0,78.228,,,전건욱,,
군 자동소음측정망 설치기준 및 운영방안 연구,방위사업청(운영지원과),126363436.0,,2023-05-01,(사)21세기군사연구소,,황병윤,
전자기스펙트럼 측정/분석체계 운용방안 연구,공군본부,71510954.0,90.204,,,,,
평시 복무 예비군제도 발전방향 연구용역,방위사업청(운영지원과),,100.829,,,,정봉원,
인터넷접속/전자우편 통제 및 분석체계 교체사업,국방부(운영지원과),229832092.0,85.239,,광운대학교산학협력단,,김지영,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
미래 예비전력 정예화를 위한 동원개념 재설계 연구,국군의무사령부,201766837.0,,2020-04-02,재단법인 한국군사문제연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
PBL 적용을 위한 성과지표/목표 연구,국방부(운영지원과),,86.424,,한국항공대학교 산학협력단,조완제,김지훈,"인천광역시 미추홀구 주안동로25번길47-11, 302호(주안동, 경일하이빌)"
함정 네트워크 설계 및 무선통신 발전방향 연구 용역,육군본부,19227052.0,88.359,,,,이창환,
공무직근로자 등 임금체계 개선(안)마련 연구,육군교육사령부,113704481.0,85.789,2017-09-16,성균관대학교 산학협력단,양창조,이혜진,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
20년 해병대 조직문화 수준진단 표준설계 연구용역,국방대학교,125679349.0,76.876,2021-05-01,,,,
4차 산업혁명  군 적용을 위한 R&D 발전방안 연구,국방부(운영지원과),48914.0,92.361,,주식회사 제이에스시솔루션,남궁복자,엄재훈,"경상북도 포항시 남구 청암로77 (효자동, 포스텍)"
(236351-C) 무기체계 운영환경 동적분석 장비 도입,육군교육사령부,,109.92,,주식회사 우진지앤에스,이남택,장현주,"서울특별시 금천구 가산디지털1로30,1712호 (가산동,에이스하이엔드타워10차)"
안보학술진흥연구용역(3.국내안보환경분석또는),방위사업청(운영지원과),112778294.0,76.878,2019-03-20,(사)21세기군사연구소,허건영,김영수,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
주요 선진국의 획득제도 사례분석을 통한 시사점 연구,국군재정관리단,26966877.0,,2016-09-29,주식회사 한국건설경영기술원,김종규,이진선,"충청남도 계룡시 서금암3길5, 925호(금암동, 쉐리움오피스텔)"
17년 전투발전 연구용역 과제 세미나 수행 용역,제9691부대,71540155.0,,2021-01-02,(사)한국전략문제연구소,,,
군사작전 수행여건 정부개발계획 발전방향 연구,국군간호사관학교,,87.307,,대진대학교 산학협력단,이영환,,"서울특별시 서초구 방배천로155, 유청빌딩 3층(방배동 821-8)"
민군 상생을 위한 훈련장 최적환 관리방안 연구,제5738부대,,89.742,2018-06-27,국방대학교산학협력단,변중무,황병윤,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
분석기세트 3종 구매,육군교육사령부,28965383.0,83.926,2019-10-30,,,김종환,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
소화기 소음기 선행연구용역,육군본부,,95.562,,(사)21세기군사연구소,김진욱,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)"
수도권 동원예비군 수송방법 개선방안 연구,육군본부,,,2017-01-23,재단법인 한국군사문제연구원,김형철,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)"
소형무인기의 획득 및 운용을 위한 총수명주기 분석,공군본부,,94.149,2021-09-25,주식회사 선화무역,권오경,한대일,"충청북도 청주시 청원구 오창읍 중부로760,115동 3701호(오창 롯데캐슬 더 하이스트)"
방공포병 모의훈련체계 구축 가능성 연구용역,방위사업청(운영지원과),209053707.0,75.492,2017-10-20,한성대학교 산학협력단,김동준,김영수,"서울특별시 강남구 강남대로62길24-0 (역삼동,해송빌딩)3층"
사이버 위협수준 평가 신뢰도 향상방안 연구,국방전산정보원,49519917.0,85.907,2021-09-29,주식회사 비용관리연구원,최규식,김정희,"경기도 김포시 태장로789,732호 (장기동,금광하이테크시티)"
대형 국외구매사업의 합리적 기종결정방안 연구,방위사업청(운영지원과),,,2018-12-11,사단법인 안보경영연구원,신관우,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
지형분석장비 구매설치,방위사업청(운영지원과),,82.924,2021-11-29,고려대학교 의료원 산학협력단,김재수,김남용,서울특별시 송파구 법원로8길9 (문정동) 10층
(21F094-K)'22년~'23년 분석용모델(3종) 유지보수,특수전사령부,324770913.0,76.301,2018-10-15,젠트리거,고기종,정광조,부산광역시 영도구 해양로385-0 (동삼동)
4차산업혁명 기술을 적용한 C4I체계 발전방안연구,국군수도병원,,92.689,2018-02-04,한국항공대학교 산학협력단,김진원,최승룡,충청남도 논산시 양촌면 황산벌로1040
교육장비(질량분석기) 구매,제7군단,,,2019-05-04,국방대학교산학협력단,고중혁,정봉원,서울특별시 광진구 군자동98 집현관 216
(22F067-G) 심리뇌파분석시스템 유지보수사업,공군미사일방어사령부,254094041.0,93.282,2019-09-16,(주)두두아이티,김태동,김영중,경기도 광주시 도척면 상림리51-19
